SampleLogFunc,avgLogLiso,avgLogEpkz,avgLogEiso,avgLogT90z,stdLogLiso,stdLogEpkz,stdLogEiso,stdLogT90z,atanhCorLisoEpkz,atanhCorLisoEiso,atanhCorLisoT90z,atanhCorEpkzEiso,atanhCorEpkzT90z,atanhCorEisoT90z,avgLogThresh,stdLogThresh
-6649.7112937307929,118.49263555834931,5.6316489570961279,119.47512586299717,2.5553281274084272,.32550273643081085,-.15888123232964443,.69770735531676908,.14340372813264609E-01,.60757418645584582,1.6991588075008286,.50657017245676150,.71230046110638157,.30293603867668628,.70182750142008365,-1.0123261764680309,-1.2357661264655768
-6650.1700158703015,118.42580159275316,5.6209437308837913,119.42905109720421,2.5294167591420349,.37086665018481940,-.14933753706879013,.71701792009226883,.89229105965729950E-02,.62110690246730549,1.7263005930359681,.51560606839327294,.73778062193012017,.33129442230696604,.70883593462776529,-1.0236379158794311,-1.3066683141287894
-6649.3728321275057,118.44636303220733,5.6261002851656050,119.45356230809078,2.5757156418991820,.31546571201491619,-.14253681622206196,.67395417498529187,.64907997708844069E-02,.56927072706286230,1.6598899045086648,.48110384461348094,.72421852066218984,.32850610907646355,.68534819005435643,-.97967838090376658,-1.1853619984689208
-6649.3728321275057,118.44636303220733,5.6261002851656050,119.45356230809078,2.5757156418991820,.31546571201491619,-.14253681622206196,.67395417498529187,.64907997708844069E-02,.56927072706286230,1.6598899045086648,.48110384461348094,.72421852066218984,.32850610907646355,.68534819005435643,-.97967838090376658,-1.1853619984689208
-6650.6351331303567,118.43556966172325,5.6137563187359865,119.44202641784422,2.5338436133227673,.31896863388450469,-.13361213762815155,.68294428484421910,-.62005634939650903E-03,.57571992424744167,1.6514051711368161,.48022991350205335,.74301160524651477,.35918238093938970,.69078612272875528,-1.0137034588934528,-1.2785120474815663
-6649.9086477088222,118.42088792000672,5.6180507521085739,119.39468426396503,2.5340474220583258,.33031208758598152,-.15284579314424346,.68426357564206730,.79560340838422030E-02,.57392465815955940,1.6934197354191651,.49287281470089411,.72900820178951520,.33956108750936276,.69070514422748697,-.98765191604715552,-1.1404390177417294
-6650.5389961882420,118.42536958233107,5.6155848582200365,119.41303694241932,2.5213937837524365,.30220002858168321,-.16668918352135284,.67208334749325271,.12099599116866125E-01,.58577637798770732,1.6509942862062803,.49900113685178937,.73715346128117787,.33668621275846478,.70420969717108661,-1.0241473072462437,-1.2598535242784525
-6648.8428464868193,118.55499093005919,5.6668396865119721,119.55602590552142,2.6036507560617417,.24132350149143994,-.18281630506536625,.64839707560298032,.16117947941568294E-04,.51858683462583544,1.7527314472360160,.49314442621915172,.66655233123255142,.29550974102964900,.67362315741786261,-.99500900011631321,-1.2359457369291320
-6649.5300755762755,118.54348492913952,5.6372575232704829,119.60792234398781,2.6612404235357578,.22695302608972173,-.13900827962059809,.62428211384275201,-.10022532854827047E-01,.57736599399766397,1.6144854667216617,.45798354850808776,.71176067850547098,.30510226595082512,.67136555005997034,-.98420600262557834,-1.1302765319134276
-6651.7706348633910,118.48476617988973,5.6325860284054450,119.51730860813747,2.5878540601480027,.26170317786892611,-.15291470265791463,.67573300360488886,-.41071478751241947E-02,.57887197507603860,1.7260730002631677,.53174183306324707,.70597553625612874,.30198089406288053,.70526848849997725,-1.0578041718107298,-1.3170577585951968
-6645.9295538594197,118.53154302707411,5.6405081088278868,119.55197805839563,2.5680825422331623,.27170654322155630,-.16438515093663791,.65815635184023735,-.12440053190103467E-01,.53942507767076142,1.6647603943826974,.51945138581311145,.68691991695139543,.30758676711270005,.69603440999149990,-1.0214983444834229,-1.2606690792095525
-6648.0190240815691,118.51114655866834,5.6415692265942106,119.54655170901202,2.5729876163265279,.23728012941182489,-.17611931050790766,.62998458072080865,-.71791130499830828E-02,.48587970109028167,1.6199357409365511,.50926436441364131,.66364354085948862,.30195067605287690,.69505397005733838,-.98676282382549674,-1.1767868334097946
-6648.5798492292733,118.50012714082376,5.6471142512074399,119.52803905902766,2.5550032791959323,.26086822305615281,-.18639019385452837,.63498249186337563,-.12633058894847865E-01,.47775190455716982,1.6663308267670693,.50855253001777045,.65026591051479365,.33792891026324773,.68509991391886538,-.98621027776932479,-1.1832092137176620
-6650.6421885859463,118.63229173982889,5.6485969739336364,119.60928107239269,2.5172922913104858,.31257178038907307,-.15382483077608913,.68662268990920661,-.37452897508162060E-01,.58532269742694154,1.7748228509141202,.55995238045749696,.71593012879618168,.30674655406697238,.69972519273834288,-1.0853755064137451,-1.4383440433297030
-6651.1538154356222,118.61993136102096,5.6249390632054839,119.63318831560032,2.5824890236854663,.25461206451219720,-.12170279317474433,.65047092097159687,-.37769448189903986E-01,.61758123734418713,1.6431105204956695,.50168156455333568,.75285574884701778,.31417700781528252,.67026344836506435,-1.0625092815847310,-1.3186071724075445
-6655.3257638886098,118.68278424566870,5.6346487317958971,119.68148163962738,2.5698893489258023,.22085486844712318,-.16050962141405248,.63531273340639727,-.56549293245005419E-01,.61879902824951327,1.7867464723199560,.54863118054601789,.71398975150718214,.28170851037254674,.67117126436440588,-1.1028911611509251,-1.2028729555496513
-6651.2941729025770,118.75051145811915,5.6471710163388407,119.70792027068985,2.5633259151191075,.22271563425125707,-.15166341121520444,.63259881551631925,-.56754761938655036E-01,.57785544746744510,1.7548342346577128,.51878353833128354,.70350173612021705,.27529308540367059,.65388903378281815,-1.0640826506990169,-1.1617978396158104
-6650.5814644392767,118.61915317631022,5.6390845007890080,119.57260649198359,2.5616158984114583,.28522090690379281,-.13565096342518213,.68360545574786358,-.40919377247580428E-01,.54928518377950153,1.8334706689654587,.50876068245578865,.69068656724609467,.30081409728873731,.64073723229037260,-1.0279519190060762,-1.0771099734951259
-6648.2643837914593,118.52191970858979,5.6374762851795897,119.44619795240561,2.5274491087477875,.31617752109935110,-.13656233862995218,.71946393754873039,-.26294364451896951E-01,.53657613806800097,1.8639863541404844,.53970224013828272,.69441106541014619,.32433495165657777,.67321266524189816,-1.0396698558991295,-1.2115788760981101
-6648.2643837914593,118.52191970858979,5.6374762851795897,119.44619795240561,2.5274491087477875,.31617752109935110,-.13656233862995218,.71946393754873039,-.26294364451896951E-01,.53657613806800097,1.8639863541404844,.53970224013828272,.69441106541014619,.32433495165657777,.67321266524189816,-1.0396698558991295,-1.2115788760981101
-6648.8069912518131,118.58296811940066,5.6422516994152705,119.53952270582883,2.5442702719982253,.30770608285817502,-.14435457675686716,.68191544795595782,-.37397134858181344E-01,.52434880349930257,1.7938663622715518,.51794529452911442,.67725803730430834,.31613075182484862,.67378934022342285,-1.0074807505460328,-1.1240325664648592
-6647.5584598537480,118.58085096401753,5.6340481650370551,119.56147525714358,2.5820811771590959,.25673552220443868,-.14067933275044331,.65895590027377005,-.35344922333308285E-01,.54803255083085467,1.7787548590411968,.50352663910019546,.69140172104261111,.30090442022757197,.66326430408274151,-1.0163510683458301,-1.0753643293972581
-6648.9631923324314,118.60397135713117,5.6554394176850922,119.60072103722645,2.5809889373860933,.23308422554716637,-.19127424863490766,.64863308905877515,-.24005133954507568E-01,.54917273848998938,1.7867108070108724,.53561051812481375,.65697673259823741,.28379390310860675,.67777851112767984,-1.0302941488961861,-1.1807619965208809
-6650.1285511057322,118.43082626057299,5.6316478742790386,119.42865099948945,2.5681158440218939,.27466860795826997,-.17369630270138106,.65825854591856214,.47882585493953947E-02,.54141855935062533,1.7511621211182486,.47837072080856013,.69854210116557491,.33446998825562363,.65543847843652348,-.98423278361495847,-1.0952058521795818
-6648.9227362145075,118.58765874227221,5.6381524866654011,119.54601348430488,2.5242519893023618,.29237459181529502,-.17765904118820247,.66867862712379222,-.57728282146921311E-02,.57894780668152712,1.7052901369599407,.49788652347564694,.70269989663383126,.28919190074806850,.67291354023789118,-1.0015584664898027,-1.1365682793930041
-6648.9383964606386,118.60358631191332,5.6475154117466726,119.59942669292080,2.5980557324088904,.21991984068264600,-.17235427728138589,.64864058654745049,-.21671573799349145E-01,.53830964008652327,1.7387126168024793,.52597606727277135,.65909047149588584,.26460448131297964,.69129740704132470,-1.0071353744548843,-1.0542740087287883
-6648.5821686251738,118.62564233771420,5.6613055601575972,119.62043919467845,2.6080749340915186,.21230162460565313,-.18083437526199553,.62654020170047675,-.14786653476677607E-01,.48274235023158585,1.6502783975743862,.48125736802851043,.63328077782619074,.27754257014338768,.67240892752255987,-.94682564095340727,-.98276275757901177
-6651.8725997180954,118.49119502310046,5.6270899493201236,119.40918752013377,2.5655096467596170,.33182102046911205,-.11917086469127885,.74044992583926628,.11738031592826159E-02,.64272356691392274,1.8150034674924278,.49248649472222727,.76261694227952126,.31399875223691631,.66809007929183073,-1.0115952287370265,-1.1638272146145596
-6653.4951890176535,118.52926639511305,5.6396732158845886,119.49324153683790,2.5916308910841734,.18473142889749755,-.17575054271171719,.64120176531332296,-.88018083965285890E-02,.52119006731587436,1.7471780992819879,.49778842852319144,.66506959237969121,.31152449801968118,.65848520390978138,-.97487223574884097,-.94856317634085641
-6650.8741606835029,118.59846548903391,5.6467665060172978,119.58467185181148,2.5981604666525162,.17241343034515419,-.17054657300896428,.62499579992058796,-.18011810518256503E-01,.53971081006331023,1.6798420493121051,.47581891433584877,.68430788663342856,.32599401657402077,.65603146592500239,-1.0009269791162207,-1.1203463801801159
-6649.3337453995637,118.62221987684029,5.6572848777759877,119.58805056165436,2.6168662177838700,.17645214836094084,-.16915103352263133,.63235884212558258,-.16106273531090193E-01,.54295674692806062,1.7371554265054256,.47154474878383495,.68047063816301323,.30548413999591723,.64189751754852242,-.97220562864139937,-1.0538394321750870
-6650.2372954660259,118.66460116602910,5.6690591325002684,119.64350433751868,2.6105227678204637,.20159793160260006,-.18872871141251119,.62488352181916640,-.11680871359409959E-01,.54704911358599317,1.7016845808816838,.46636356743886781,.66844706390188602,.28134320773067001,.65041964760257798,-.92881945940009281,-.99178300994218904
-6652.6186340664372,118.69417880097606,5.6958065340963380,119.67248906916329,2.6439600851021270,.15036522310691058,-.20193365286372170,.61489900143587384,-.10784062693095457E-01,.47456898592990582,1.7269101134137854,.47647227018189420,.60984207033283011,.28174772969632245,.65511630538996490,-.93071368421591905,-1.0846083527285946
-6648.0865239986988,118.61708912693737,5.6807778226256707,119.58757515398490,2.5898343661188883,.17262674373898321,-.20091437013117958,.63351521593289950,-.15305014002510851E-01,.47039635626257253,1.7953481195163190,.54723631978477127,.61304940218670245,.29499863388526837,.70727625841355291,-.97972303370186387,-1.1531550337095655
-6649.9173269720959,118.59246017499571,5.6758974697679685,119.55189515493996,2.5744462860244135,.16841830094664642,-.20066944860292402,.63047030768540790,-.12061752981590290E-01,.46614147277648305,1.7620683562347281,.53840233118672809,.62150659651751627,.31957854615492604,.69135048175255642,-.96121047977699192,-1.1718035537166973
-6649.2710746528837,118.56325809812988,5.6604795005158968,119.52591275790707,2.5506381875085955,.21258704981575166,-.18623162212177752,.65295147156369238,-.14086009450325745E-01,.51503684309151454,1.7651744637425322,.54102114080874109,.66024757989270155,.33062764141386386,.68967180846854370,-.97781666438757875,-1.1936539778568884
-6649.7570530779203,118.51655061961890,5.6471439302997331,119.43389479892195,2.5080930467076508,.30422606954269849,-.15960198935741132,.70684822383660340,-.81568253207836908E-03,.54884184345167142,1.8020146421684224,.54636597806731491,.70213351842343730,.32544236696696993,.69139130099124024,-.96450396527059146,-1.1670277776242046
