116.09740,5.1855170,116.88566,1.7907674,.98839551,-.20412015E-01,1.1215120,-.67669734E-01,.76088615,2.0797029,.49380430,.90899028,.45006730,.63000366,-.97489219,-1.1529729
116.09740,5.1855170,116.88566,1.7907674,.98839551,-.20412015E-01,1.1215120,-.67669734E-01,.76088615,2.0797029,.49380430,.90899028,.45006730,.63000366,-.97489219,-1.1529729
116.32597,5.2294577,117.09751,1.7425682,.97526254,-.22871767E-01,1.1101662,-.79325082E-01,.76716431,2.0697407,.52454644,.91984019,.48654017,.65883587,-.98745087,-1.1785860
116.32597,5.2294577,117.09751,1.7425682,.97526254,-.22871767E-01,1.1101662,-.79325082E-01,.76716431,2.0697407,.52454644,.91984019,.48654017,.65883587,-.98745087,-1.1785860
115.45503,5.0116162,116.14803,1.6204607,1.0504262,.78679721E-02,1.1762907,-.70496893E-01,.80971512,2.1259886,.56365237,.95512350,.52691891,.69651799,-.99822661,-1.1687650
115.99273,5.2288279,116.80085,1.7228246,1.0106551,-.28569065E-01,1.1316401,-.82861718E-01,.74776467,2.0766689,.55550657,.89348929,.49048028,.68732858,-1.0132886,-1.1865588
116.62595,5.3033600,117.34540,1.7225527,.94913303,-.27611602E-01,1.0965261,-.81191660E-01,.74723873,2.0985044,.59439287,.88805515,.46309598,.70072155,-1.0233927,-1.2570178
116.48132,5.2344909,117.14907,1.7209585,.94053570,-.14059111E-01,1.0942025,-.77889779E-01,.74960192,2.1048587,.58375542,.88738484,.46885359,.69411588,-1.0467007,-1.2681445
117.23811,5.3743125,117.97987,1.8085092,.85925546,-.52451764E-01,1.0272925,-.67284510E-01,.72884352,2.0037164,.59222932,.86645836,.46511668,.71548176,-.99112725,-1.2013625
117.23811,5.3743125,117.97987,1.8085092,.85925546,-.52451764E-01,1.0272925,-.67284510E-01,.72884352,2.0037164,.59222932,.86645836,.46511668,.71548176,-.99112725,-1.2013625
117.23811,5.3743125,117.97987,1.8085092,.85925546,-.52451764E-01,1.0272925,-.67284510E-01,.72884352,2.0037164,.59222932,.86645836,.46511668,.71548176,-.99112725,-1.2013625
117.23259,5.4080858,118.06276,1.8562102,.85404267,-.63379585E-01,1.0120974,-.97443071E-01,.72099227,1.9758953,.55379526,.86685373,.45564329,.67850436,-1.0486116,-1.2837884
117.23259,5.4080858,118.06276,1.8562102,.85404267,-.63379585E-01,1.0120974,-.97443071E-01,.72099227,1.9758953,.55379526,.86685373,.45564329,.67850436,-1.0486116,-1.2837884
117.23259,5.4080858,118.06276,1.8562102,.85404267,-.63379585E-01,1.0120974,-.97443071E-01,.72099227,1.9758953,.55379526,.86685373,.45564329,.67850436,-1.0486116,-1.2837884
116.27814,5.1936514,117.03398,1.9040948,.97079420,-.33800334E-01,1.1063966,-.10358842,.77325499,2.0594796,.45203282,.92778434,.43751480,.57626304,-1.0456791,-1.2858141
116.21457,5.2173721,117.00509,1.8776880,.97197253,-.45920548E-01,1.1004199,-.11383224,.74109870,2.0579273,.47639797,.89739462,.45858560,.59723865,-1.0290670,-1.2688005
116.11594,5.1946408,116.91821,1.8302487,.99281292,-.51870467E-01,1.1140156,-.84033488E-01,.75736233,2.0805391,.46899728,.90458735,.47190638,.59476690,-1.0226452,-1.2593956
116.11594,5.1946408,116.91821,1.8302487,.99281292,-.51870467E-01,1.1140156,-.84033488E-01,.75736233,2.0805391,.46899728,.90458735,.47190638,.59476690,-1.0226452,-1.2593956
116.83779,5.4152770,117.66016,1.8597939,.92368488,-.72930998E-01,1.0600676,-.83841959E-01,.69068255,2.0190160,.47587889,.84896316,.47010218,.60493875,-1.0328484,-1.2961798
116.83779,5.4152770,117.66016,1.8597939,.92368488,-.72930998E-01,1.0600676,-.83841959E-01,.69068255,2.0190160,.47587889,.84896316,.47010218,.60493875,-1.0328484,-1.2961798
116.14462,5.2186260,116.89611,1.7737678,.99826838,-.29811856E-01,1.1217240,-.84908600E-01,.73729368,2.0597795,.47165173,.90175950,.48301252,.59899392,-1.0227267,-1.2897429
116.12223,5.2251565,116.85708,1.7807365,.98119447,-.38756691E-01,1.1167333,-.61051391E-01,.73740089,2.0426936,.48134334,.91008470,.48542680,.61968689,-.98330608,-1.1678972
116.12223,5.2251565,116.85708,1.7807365,.98119447,-.38756691E-01,1.1167333,-.61051391E-01,.73740089,2.0426936,.48134334,.91008470,.48542680,.61968689,-.98330608,-1.1678972
116.12223,5.2251565,116.85708,1.7807365,.98119447,-.38756691E-01,1.1167333,-.61051391E-01,.73740089,2.0426936,.48134334,.91008470,.48542680,.61968689,-.98330608,-1.1678972
116.60742,5.2344996,117.35052,1.8119146,.93799385,-.26722899E-01,1.0860500,-.55592942E-01,.75698350,1.9998098,.47426615,.92587895,.47668562,.62189556,-.99984039,-1.1782731
116.66932,5.3742575,117.48955,1.9333370,.93024262,-.65980321E-01,1.0718156,-.63173174E-01,.69666558,1.9861928,.41604522,.87021264,.43886386,.56601777,-.97247948,-1.1375999
116.66932,5.3742575,117.48955,1.9333370,.93024262,-.65980321E-01,1.0718156,-.63173174E-01,.69666558,1.9861928,.41604522,.87021264,.43886386,.56601777,-.97247948,-1.1375999
116.66932,5.3742575,117.48955,1.9333370,.93024262,-.65980321E-01,1.0718156,-.63173174E-01,.69666558,1.9861928,.41604522,.87021264,.43886386,.56601777,-.97247948,-1.1375999
116.66932,5.3742575,117.48955,1.9333370,.93024262,-.65980321E-01,1.0718156,-.63173174E-01,.69666558,1.9861928,.41604522,.87021264,.43886386,.56601777,-.97247948,-1.1375999
