117.47662,5.4041694,118.54785,2.2568767,.49842006,-.12345503,.77162891,-.48526019E-01,.59797730,1.7058430,.49270825,.74154186,.34218725,.67124970,-.96857849,-1.1369436
117.43728,5.3835535,118.45626,2.2668129,.55660003,-.10174600,.81754280,-.45173402E-01,.62703139,1.7546458,.40307861,.77763759,.34106583,.60025627,-.96438583,-1.1421797
117.49284,5.4107816,118.52470,2.2699486,.55190855,-.83380266E-01,.82160579,-.59014438E-01,.61898315,1.7401425,.45566041,.75493017,.34505494,.64937287,-.97964615,-1.1905059
117.10480,5.3261568,118.22393,2.2621059,.54345405,-.82978433E-01,.79604690,-.58882256E-01,.61227258,1.6925421,.46388447,.75465897,.33173853,.65646498,-.90048319,-1.0568917
116.65522,5.2278777,117.76095,2.2490527,.61491331,-.99146881E-01,.83181874,-.54021040E-01,.62684552,1.7339446,.45082044,.75691476,.30946064,.63218510,-.90571231,-1.1012163
116.13306,5.0702784,117.16762,2.2758377,.70335383,-.63766742E-01,.90794134,-.56343791E-01,.70190563,1.8218207,.35244445,.81738930,.29638767,.53522410,-.90633709,-1.0955007
116.09170,5.0590314,117.07710,2.2536569,.71555044,-.81097956E-01,.92096203,-.55679531E-01,.69975278,1.8567451,.36692951,.81700031,.30593149,.54553346,-.92150414,-1.1496250
116.61262,5.1816492,117.61054,2.2230836,.64878489,-.85477311E-01,.87593132,-.55894467E-01,.66748852,1.8165813,.43031403,.79495968,.32531903,.61297482,-.93928428,-1.1633114
115.61717,4.9375332,116.62939,2.2104141,.75331643,-.51153264E-01,.94658190,-.49815827E-01,.73525176,1.8755859,.41540515,.84680485,.31702304,.58804432,-.89367690,-1.1079657
115.39864,4.8705637,116.39284,2.1789811,.78293540,-.40766600E-01,.96821380,-.42142451E-01,.75561563,1.9024548,.42273403,.86660694,.32472038,.59340828,-.88263558,-1.0941721
115.60183,4.9215500,116.60806,2.1716297,.76928348,-.35061805E-01,.96034187,-.29803039E-01,.74048852,1.8737912,.43168391,.86174137,.34231599,.61394166,-.89649903,-1.1141067
117.09599,5.3066455,118.15548,2.2357166,.58870484,-.81193875E-01,.83504901,-.29375235E-01,.62620920,1.7433765,.43421671,.78029299,.35486006,.63204644,-.92788648,-1.0861147
115.92189,5.0194678,116.90036,2.1912520,.75166792,-.81759906E-01,.94576944,-.36592413E-01,.71379067,1.8982135,.41402950,.83620290,.33082954,.58585727,-.91423522,-1.1004039
117.49958,5.4311256,118.55219,2.2241372,.53309085,-.12123714,.79658273,-.49824674E-01,.59995425,1.7426203,.50875296,.74202660,.35230465,.68630682,-.97436569,-1.1539791
117.04208,5.3126205,118.05447,2.1931268,.60815450,-.10549560,.85331805,-.46372343E-01,.64779760,1.8153850,.50134240,.78015008,.35545797,.67202616,-.96587182,-1.1494529
117.19031,5.3471687,118.22878,2.2235322,.58668822,-.99738179E-01,.83610601,-.51888289E-01,.64680259,1.7851390,.48918623,.77678705,.34771024,.66173308,-.96841808,-1.1579723
116.25473,5.1145136,117.27861,2.2210839,.71904761,-.80123187E-01,.91817833,-.37098607E-01,.70207516,1.8502421,.41290027,.82497712,.32880020,.58685349,-.93352217,-1.1318948
