117.11715,5.2616996,117.99167,2.0111924,.56966845,-.10242857,.84504537,-.83411258E-01,.70011118,1.9174174,.67644197,.81871574,.43321819,.77821816,-.85820761,-.97846245
117.27384,5.2951439,118.16627,2.0547561,.59620767,-.11220522,.85744350,-.91974203E-01,.70445731,1.8750066,.64036638,.82488130,.41297890,.75922116,-.89216899,-.98201092
117.00240,5.2063601,117.89656,2.0040264,.61768360,-.11273719,.87104399,-.78456992E-01,.72578283,1.8602740,.66276350,.84575070,.44094382,.78975704,-.91085966,-1.0052361
117.06195,5.2434909,118.04203,2.1040720,.57055160,-.11585299,.82457593,-.87267921E-01,.68081526,1.8021650,.59877172,.80407804,.41641748,.74404043,-.86928267,-.97122645
117.26798,5.3364843,118.23021,2.0667760,.56054567,-.12299824,.81670772,-.90273482E-01,.64669065,1.8024368,.62628419,.77686567,.42090755,.76415505,-.88260487,-.97480919
117.40182,5.3963978,118.35296,2.0493380,.52240282,-.13868978,.80198745,-.83267716E-01,.63143071,1.8398129,.71066388,.76591876,.44431374,.81316806,-.87498147,-.98872219
117.42952,5.3706899,118.32025,1.9944080,.54028317,-.13902110,.82555268,-.64338907E-01,.67408227,1.8654227,.74182301,.80514427,.45126255,.84120674,-.92735676,-1.0114903
117.57833,5.3647216,118.49227,2.0961169,.52852395,-.10901000,.81425629,-.78297878E-01,.69707964,1.8547866,.65349055,.81970346,.40388765,.76408088,-.92316189,-.98058263
117.36712,5.3027898,118.34507,2.1470128,.57885105,-.10498903,.83931870,-.84837555E-01,.71031268,1.8061637,.57185209,.83435072,.40074632,.71589667,-.93745537,-.99321248
117.54938,5.4072545,118.52175,2.0852394,.56008644,-.12684430,.81868968,-.90643531E-01,.64313844,1.7729360,.61295559,.78762675,.42887070,.76456624,-.96557153,-1.0106103
117.51900,5.3822236,118.40306,2.0099644,.52902923,-.11449222,.81886546,-.88367254E-01,.64850492,1.8917837,.71995699,.78921530,.45902895,.81518829,-.89810258,-.99013359
117.52419,5.4082481,118.40599,1.9757814,.57533211,-.12466455,.85498829,-.77175815E-01,.64548278,1.8786234,.72198571,.80648808,.50742113,.83537221,-.98095501,-1.0553898
117.76594,5.4663398,118.76870,2.1088938,.51573653,-.13711806,.79457233,-.77561196E-01,.63006130,1.7900242,.67495712,.78154976,.45056977,.79770115,-.98572993,-1.0594038
117.63050,5.4660847,118.66987,2.1116630,.51232178,-.14119591,.77772975,-.94123101E-01,.56714115,1.7679829,.66557200,.72878629,.45365908,.79124570,-.92000130,-1.0365905
117.31279,5.3896914,118.34969,2.1244913,.57202062,-.13757100,.81931760,-.97929079E-01,.58413003,1.7829751,.62263146,.74216058,.45277730,.76307658,-.89190185,-1.0464117
117.22943,5.3534896,118.20180,2.0589835,.58925323,-.12935075,.84529813,-.82757885E-01,.64867725,1.8192038,.66298886,.79033573,.44902600,.79402494,-.91185001,-1.0243377
117.33928,5.3364296,118.28702,2.0679179,.57119167,-.11770262,.83843611,-.94762067E-01,.66459634,1.8550599,.69778438,.79614609,.42362751,.80622678,-.87870878,-.98460341
117.96304,5.5261265,118.91116,2.0837125,.46396920,-.13619716,.77596755,-.92736398E-01,.62337687,1.8872055,.78723536,.75663710,.43813720,.85447746,-.89536836,-.99615556
117.97347,5.5795089,119.00042,2.0761972,.49686842,-.16120455,.78548977,-.86803142E-01,.58228198,1.7848473,.76567596,.74599449,.47856895,.88076622,-.99971913,-1.0844456
117.88585,5.5392073,118.92847,2.1258626,.45881601,-.16382630,.73978422,-.72213191E-01,.57016250,1.7362209,.66640506,.72612772,.43804185,.79898438,-.97033896,-1.0555621
117.68060,5.4917115,118.74960,2.1439520,.49476798,-.15639904,.75244651,-.84133705E-01,.56782532,1.6980669,.60075799,.72196987,.41606627,.76084508,-.94891055,-1.0370484
117.93641,5.5015756,118.86762,2.0723932,.50985765,-.13128935,.80857304,-.69997058E-01,.61484921,1.8485458,.76066663,.78859412,.45698805,.84915158,-1.0137253,-1.0803981
117.24555,5.2762633,118.20857,2.1295615,.55993935,-.11622014,.82370942,-.81494376E-01,.68687190,1.8225397,.61526413,.81323451,.39119841,.75026489,-.88673784,-.97970724
118.09589,5.5098379,119.08720,2.1602815,.46239593,-.12365460,.76227794,-.77145208E-01,.64596734,1.8125808,.65567890,.79212946,.42416383,.78091197,-1.0013602,-1.0614011
117.59472,5.3871244,118.58986,2.1289639,.53215155,-.12553533,.78993183,-.87249561E-01,.63145442,1.7567990,.58920701,.78120798,.41639177,.75099253,-.95309699,-1.0346465
117.88493,5.4673999,118.87379,2.1105975,.47908222,-.11986621,.76373225,-.92100811E-01,.62216400,1.8040739,.65731171,.77256936,.44183363,.78908726,-.94733302,-1.0198572
