                       trigger             logPbol_1eV_20MeV             logSbol_1eV_20MeV                        logEpk                    logEPR1024                        logEFR                    logFPR1024                        logT90
                           408                 -0.143569E+02                 -0.116124E+02                  0.444859E+01                  0.188055E+02                  0.160610E+02                  0.274452E+01                  0.444781E+01
                          1046                 -0.147550E+02                 -0.114786E+02                  0.451767E+01                  0.192726E+02                  0.159963E+02                  0.327637E+01                  0.473971E+01
                          3552                 -0.151424E+02                 -0.125592E+02                  0.393972E+01                  0.190821E+02                  0.164989E+02                  0.258327E+01                  0.314674E+01
                          7938                 -0.140095E+02                 -0.102093E+02                  0.516009E+01                  0.191696E+02                  0.153694E+02                  0.380019E+01                  0.568630E+01
                          2450                 -0.125805E+02                 -0.101960E+02                  0.516700E+01                  0.177475E+02                  0.153630E+02                  0.238456E+01                  0.382625E+01
                          2228                 -0.128081E+02                 -0.101541E+02                  0.518542E+01                  0.179935E+02                  0.153395E+02                  0.265396E+01                  0.450102E+01
                          7178                 -0.144084E+02                 -0.119439E+02                  0.426669E+01                  0.186751E+02                  0.162106E+02                  0.246448E+01                  0.395930E+01
                          5726                 -0.130963E+02                 -0.118181E+02                  0.433347E+01                  0.174297E+02                  0.161516E+02                  0.127816E+01                  0.254475E+01
                          6630                 -0.116680E+02                 -0.101114E+02                  0.520614E+01                  0.168741E+02                  0.153176E+02                  0.155655E+01                  0.315912E+01
                          7998                 -0.132910E+02                 -0.127510E+02                  0.382690E+01                  0.171179E+02                  0.165779E+02                  0.539956E+00                  0.232630E+01
                          6554                 -0.139953E+02                 -0.129955E+02                  0.368874E+01                  0.176840E+02                  0.166842E+02                  0.999782E+00                  0.233892E+01
                          2533                 -0.119603E+02                 -0.814142E+01                  0.615942E+01                  0.181197E+02                  0.143008E+02                  0.381884E+01                  0.430811E+01
                          3109                 -0.144165E+02                 -0.118328E+02                  0.431965E+01                  0.187361E+02                  0.161524E+02                  0.258368E+01                  0.354096E+01
                          7727                 -0.138826E+02                 -0.117866E+02                  0.434037E+01                  0.182230E+02                  0.161269E+02                  0.209604E+01                  0.316209E+01
                          1122                 -0.123733E+02                 -0.102816E+02                  0.511174E+01                  0.174850E+02                  0.153933E+02                  0.209167E+01                  0.293119E+01
                          7609                 -0.150225E+02                 -0.118907E+02                  0.428281E+01                  0.193053E+02                  0.161735E+02                  0.313175E+01                  0.395930E+01
                          2980                 -0.147780E+02                 -0.142406E+02                  0.296573E+01                  0.177437E+02                  0.172064E+02                  0.537331E+00                  0.105919E+01
                          6523                 -0.141478E+02                 -0.123958E+02                  0.401110E+01                  0.181589E+02                  0.164069E+02                  0.175204E+01                  0.359155E+01
                          7551                 -0.141981E+02                 -0.129465E+02                  0.370486E+01                  0.179030E+02                  0.166513E+02                  0.125164E+01                  0.478415E+01
                          1807                 -0.139667E+02                 -0.114440E+02                  0.451307E+01                  0.184798E+02                  0.159570E+02                  0.252271E+01                  0.406130E+01
                          7678                 -0.120751E+02                 -0.874513E+01                  0.586008E+01                  0.179352E+02                  0.146052E+02                  0.333000E+01                  0.375538E+01
                          2123                 -0.139344E+02                 -0.116222E+02                  0.441636E+01                  0.183508E+02                  0.160385E+02                  0.231226E+01                  0.308876E+01
                          4157                 -0.137887E+02                 -0.119154E+02                  0.425978E+01                  0.180485E+02                  0.161751E+02                  0.187338E+01                  0.299723E+01
                          6404                 -0.116402E+02                 -0.103255E+02                  0.507259E+01                  0.167128E+02                  0.153981E+02                  0.131478E+01                  0.361064E+01
                          1609                 -0.107302E+02                 -0.965027E+01                  0.540647E+01                  0.161367E+02                  0.150567E+02                  0.107991E+01                  0.253924E+01
                          2393                 -0.132095E+02                 -0.118487E+02                  0.427820E+01                  0.174877E+02                  0.161269E+02                  0.136083E+01                  0.163589E+01
                          5304                 -0.117919E+02                 -0.912777E+01                  0.565285E+01                  0.174447E+02                  0.147806E+02                  0.266409E+01                  0.312587E+01
                          2856                 -0.112875E+02                 -0.792111E+01                  0.623310E+01                  0.175206E+02                  0.141542E+02                  0.336638E+01                  0.478666E+01
                           121                 -0.144004E+02                 -0.106548E+02                  0.489299E+01                  0.192934E+02                  0.155478E+02                  0.374559E+01                  0.431762E+01
                          5716                 -0.148748E+02                 -0.127472E+02                  0.378775E+01                  0.186626E+02                  0.165350E+02                  0.212759E+01                  0.413963E+01
                          5654                 -0.128182E+02                 -0.921509E+01                  0.560679E+01                  0.184250E+02                  0.148219E+02                  0.360309E+01                  0.426773E+01
                          3067                 -0.115172E+02                 -0.908338E+01                  0.566436E+01                  0.171816E+02                  0.147477E+02                  0.243383E+01                  0.420441E+01
                           351                 -0.142436E+02                 -0.994546E+01                  0.523838E+01                  0.194819E+02                  0.151838E+02                  0.429810E+01                  0.498975E+01
                           647                 -0.126256E+02                 -0.104651E+02                  0.497819E+01                  0.176038E+02                  0.154433E+02                  0.216052E+01                  0.408732E+01
                          6930                 -0.128851E+02                 -0.115754E+02                  0.440485E+01                  0.172899E+02                  0.159802E+02                  0.130971E+01                  0.360550E+01
                          1425                 -0.125947E+02                 -0.110773E+02                  0.466273E+01                  0.172574E+02                  0.157400E+02                  0.151740E+01                  0.234468E+01
                          5551                 -0.147903E+02                 -0.117663E+02                  0.430123E+01                  0.190915E+02                  0.160675E+02                  0.302399E+01                  0.410065E+01
                          7607                 -0.134712E+02                 -0.107641E+02                  0.481931E+01                  0.182906E+02                  0.155834E+02                  0.270715E+01                  0.425787E+01
                          1288                 -0.127680E+02                 -0.991116E+01                  0.524529E+01                  0.180133E+02                  0.151564E+02                  0.285682E+01                  0.576395E+01
                           219                 -0.118867E+02                 -0.100193E+02                  0.519003E+01                  0.170767E+02                  0.152093E+02                  0.186740E+01                  0.339116E+01
                          1042                 -0.144227E+02                 -0.126728E+02                  0.380387E+01                  0.182266E+02                  0.164767E+02                  0.174989E+01                  0.321968E+01
                          7642                 -0.147179E+02                 -0.121597E+02                  0.407788E+01                  0.187958E+02                  0.162375E+02                  0.255826E+01                  0.464247E+01
                          6004                 -0.140846E+02                 -0.116273E+02                  0.436110E+01                  0.184457E+02                  0.159884E+02                  0.245732E+01                  0.388052E+01
                          5489                 -0.122201E+02                 -0.956822E+01                  0.540417E+01                  0.176243E+02                  0.149724E+02                  0.265189E+01                  0.494522E+01
                          1235                 -0.136686E+02                 -0.111650E+02                  0.459826E+01                  0.182669E+02                  0.157633E+02                  0.250360E+01                  0.524702E+01
                          2435                 -0.144030E+02                 -0.112138E+02                  0.457063E+01                  0.189736E+02                  0.157845E+02                  0.318917E+01                  0.528116E+01
                          6283                 -0.151352E+02                 -0.130055E+02                  0.360355E+01                  0.187387E+02                  0.166091E+02                  0.212966E+01                  0.274855E+01
                          5706                 -0.144578E+02                 -0.105165E+02                  0.492293E+01                  0.193807E+02                  0.154394E+02                  0.394131E+01                  0.502387E+01
                          7868                 -0.137010E+02                 -0.101543E+02                  0.510483E+01                  0.188058E+02                  0.152592E+02                  0.354667E+01                  0.472028E+01
                          7012                 -0.115070E+02                 -0.954519E+01                  0.540417E+01                  0.169112E+02                  0.149494E+02                  0.196180E+01                  0.334462E+01
                           130                 -0.134023E+02                 -0.984620E+01                  0.525450E+01                  0.186568E+02                  0.151007E+02                  0.355611E+01                  0.412632E+01
                          3448                 -0.137280E+02                 -0.920665E+01                  0.556765E+01                  0.192957E+02                  0.147743E+02                  0.452136E+01                  0.580272E+01
                          1432                 -0.153062E+02                 -0.124186E+02                  0.391900E+01                  0.192252E+02                  0.163376E+02                  0.288767E+01                  0.365637E+01
                          2798                 -0.109276E+02                 -0.800794E+01                  0.614330E+01                  0.170709E+02                  0.141512E+02                  0.291968E+01                  0.389487E+01
                          3776                 -0.129541E+02                 -0.106973E+02                  0.481931E+01                  0.177734E+02                  0.155166E+02                  0.225676E+01                  0.240424E+01
                          5731                 -0.136253E+02                 -0.104206E+02                  0.495747E+01                  0.185828E+02                  0.153781E+02                  0.320474E+01                  0.409485E+01
                          5589                 -0.150778E+02                 -0.122583E+02                  0.399499E+01                  0.190728E+02                  0.162532E+02                  0.281952E+01                  0.486907E+01
                          2018                 -0.144799E+02                 -0.125314E+02                  0.384071E+01                  0.183206E+02                  0.163721E+02                  0.194854E+01                  0.278067E+01
                           114                 -0.150768E+02                 -0.126460E+02                  0.377624E+01                  0.188530E+02                  0.164222E+02                  0.243084E+01                  0.594332E+01
                          5590                 -0.149496E+02                 -0.123424E+02                  0.394203E+01                  0.188917E+02                  0.162844E+02                  0.260722E+01                  0.378190E+01
                          6593                 -0.122956E+02                 -0.947190E+01                  0.541568E+01                  0.177112E+02                  0.148876E+02                  0.282366E+01                  0.344137E+01
                          2451                 -0.135848E+02                 -0.113708E+02                  0.445320E+01                  0.180380E+02                  0.158240E+02                  0.221394E+01                  0.355563E+01
                          7954                 -0.110827E+02                 -0.984159E+01                  0.523147E+01                  0.163142E+02                  0.150731E+02                  0.124109E+01                  0.271072E+01
                          7575                 -0.112603E+02                 -0.790547E+01                  0.617323E+01                  0.174336E+02                  0.140787E+02                  0.335487E+01                  0.368411E+01
                          3279                 -0.144564E+02                 -0.123182E+02                  0.394433E+01                  0.184008E+02                  0.162625E+02                  0.213827E+01                  0.371504E+01
                          1676                 -0.125830E+02                 -0.993662E+01                  0.518082E+01                  0.177638E+02                  0.151174E+02                  0.264636E+01                  0.396650E+01
                          6665                 -0.117927E+02                 -0.907564E+01                  0.560449E+01                  0.173972E+02                  0.146801E+02                  0.271705E+01                  0.292101E+01
                           824                 -0.150017E+02                 -0.124528E+02                  0.386834E+01                  0.188701E+02                  0.163211E+02                  0.254896E+01                  0.369213E+01
                          6295                 -0.141525E+02                 -0.115812E+02                  0.433577E+01                  0.184882E+02                  0.159169E+02                  0.257130E+01                  0.519574E+01
                          7902                 -0.151951E+02                 -0.125888E+02                  0.378545E+01                  0.189805E+02                  0.163742E+02                  0.260630E+01                  0.385227E+01
                          3648                 -0.128571E+02                 -0.107256E+02                  0.477326E+01                  0.176303E+02                  0.154988E+02                  0.213150E+01                  0.404463E+01
                          2696                 -0.144505E+02                 -0.114461E+02                  0.440024E+01                  0.188508E+02                  0.158464E+02                  0.300439E+01                  0.381925E+01
                          5530                 -0.131311E+02                 -0.122345E+02                  0.397656E+01                  0.171077E+02                  0.162111E+02                  0.896627E+00                  0.160039E+01
                          1244                 -0.147069E+02                 -0.122742E+02                  0.395584E+01                  0.186628E+02                  0.162301E+02                  0.243268E+01                  0.404794E+01
                          7503                 -0.130787E+02                 -0.999140E+01                  0.513937E+01                  0.182181E+02                  0.151308E+02                  0.308731E+01                  0.446418E+01
                          3893                 -0.132641E+02                 -0.105966E+02                  0.483313E+01                  0.180972E+02                  0.154297E+02                  0.266754E+01                  0.357375E+01
                          3035                 -0.127565E+02                 -0.940282E+01                  0.541568E+01                  0.181722E+02                  0.148185E+02                  0.335372E+01                  0.448244E+01
                          6989                 -0.149312E+02                 -0.120767E+02                  0.403643E+01                  0.189676E+02                  0.161131E+02                  0.285451E+01                  0.435939E+01
                          8049                 -0.141187E+02                 -0.107646E+02                  0.472490E+01                  0.188436E+02                  0.154895E+02                  0.335418E+01                  0.428290E+01
                          1590                 -0.151661E+02                 -0.122792E+02                  0.392360E+01                  0.190897E+02                  0.162028E+02                  0.288698E+01                  0.424132E+01
                          6335                 -0.132196E+02                 -0.107961E+02                  0.470418E+01                  0.179237E+02                  0.155003E+02                  0.242347E+01                  0.500529E+01
                          3717                 -0.148208E+02                 -0.122154E+02                  0.395354E+01                  0.187743E+02                  0.161689E+02                  0.260538E+01                  0.408142E+01
                          6320                 -0.144134E+02                 -0.119718E+02                  0.408248E+01                  0.184959E+02                  0.160543E+02                  0.244159E+01                  0.406010E+01
                          1419                 -0.130411E+02                 -0.104180E+02                  0.489069E+01                  0.179318E+02                  0.153087E+02                  0.262310E+01                  0.480812E+01
                          7932                 -0.135869E+02                 -0.103679E+02                  0.491602E+01                  0.185030E+02                  0.152840E+02                  0.321901E+01                  0.421051E+01
                          3071                 -0.146116E+02                 -0.978182E+01                  0.519924E+01                  0.198108E+02                  0.149811E+02                  0.482976E+01                  0.426731E+01
                          7934                 -0.150701E+02                 -0.129727E+02                  0.351144E+01                  0.185816E+02                  0.164841E+02                  0.209742E+01                  0.316463E+01
                          7794                 -0.140225E+02                 -0.950646E+01                  0.533048E+01                  0.193530E+02                  0.148369E+02                  0.451606E+01                  0.487978E+01
                          3256                 -0.139758E+02                 -0.120064E+02                  0.404104E+01                  0.180168E+02                  0.160474E+02                  0.196940E+01                  0.457038E+01
                          5548                 -0.129152E+02                 -0.107671E+02                  0.469037E+01                  0.176055E+02                  0.154575E+02                  0.214808E+01                  0.523539E+01
                          7343                 -0.110733E+02                 -0.723261E+01                  0.641961E+01                  0.174929E+02                  0.136522E+02                  0.384071E+01                  0.414884E+01
                          5497                 -0.152131E+02                 -0.122397E+02                  0.390518E+01                  0.191182E+02                  0.161449E+02                  0.297333E+01                  0.477321E+01
                          1541                 -0.107719E+02                 -0.855454E+01                  0.578179E+01                  0.165537E+02                  0.143363E+02                  0.221739E+01                  0.326728E+01
                          3131                 -0.141977E+02                 -0.116059E+02                  0.423676E+01                  0.184344E+02                  0.158427E+02                  0.259179E+01                  0.387847E+01
                          3408                 -0.119147E+02                 -0.881544E+01                  0.564594E+01                  0.175607E+02                  0.144614E+02                  0.309928E+01                  0.407005E+01
                          6198                 -0.105399E+02                 -0.897409E+01                  0.556765E+01                  0.161075E+02                  0.145417E+02                  0.156576E+01                  0.235138E+01
                          7683                 -0.150398E+02                 -0.128277E+02                  0.355519E+01                  0.185949E+02                  0.163829E+02                  0.221209E+01                  0.539590E+01
                          3788                 -0.128599E+02                 -0.974906E+01                  0.517621E+01                  0.180361E+02                  0.149253E+02                  0.311079E+01                  0.418555E+01
                          3811                 -0.137249E+02                 -0.121723E+02                  0.391670E+01                  0.176416E+02                  0.160889E+02                  0.155263E+01                  0.169378E+01
                          3156                 -0.153846E+02                 -0.111974E+02                  0.443708E+01                  0.198217E+02                  0.156344E+02                  0.418725E+01                  0.570378E+01
                          3055                 -0.140573E+02                 -0.113384E+02                  0.434958E+01                  0.184069E+02                  0.156880E+02                  0.271889E+01                  0.370474E+01
                          2067                 -0.114730E+02                 -0.899316E+01                  0.553311E+01                  0.170062E+02                  0.145263E+02                  0.247988E+01                  0.342915E+01
                          5080                 -0.137463E+02                 -0.125986E+02                  0.365651E+01                  0.174028E+02                  0.162551E+02                  0.114761E+01                  0.225508E+01
                          3765                 -0.113196E+02                 -0.961106E+01                  0.522457E+01                  0.165441E+02                  0.148356E+02                  0.170852E+01                  0.428470E+01
                          7491                 -0.110773E+02                 -0.772242E+01                  0.614330E+01                  0.172206E+02                  0.138657E+02                  0.335487E+01                  0.390136E+01
                          3306                 -0.135346E+02                 -0.107063E+02                  0.466734E+01                  0.182019E+02                  0.153737E+02                  0.282827E+01                  0.468675E+01
                          2152                 -0.149516E+02                 -0.141206E+02                  0.277462E+01                  0.177263E+02                  0.168952E+02                  0.831026E+00                  0.148524E+01
                          4251                 -0.152491E+02                 -0.138103E+02                  0.295882E+01                  0.182080E+02                  0.167691E+02                  0.143889E+01                  0.259078E+01
                          2156                 -0.116996E+02                 -0.834473E+01                  0.584166E+01                  0.175413E+02                  0.141864E+02                  0.335487E+01                  0.503955E+01
                          3290                 -0.122145E+02                 -0.106303E+02                  0.470418E+01                  0.169187E+02                  0.153345E+02                  0.158418E+01                  0.377619E+01
                          6329                 -0.125966E+02                 -0.965647E+01                  0.519463E+01                  0.177913E+02                  0.148511E+02                  0.294017E+01                  0.362779E+01
                          1150                 -0.140825E+02                 -0.115449E+02                  0.421373E+01                  0.182963E+02                  0.157586E+02                  0.253768E+01                  0.412114E+01
                          7769                 -0.139049E+02                 -0.113794E+02                  0.430123E+01                  0.182061E+02                  0.156807E+02                  0.252548E+01                  0.510108E+01
                          1652                 -0.131561E+02                 -0.102882E+02                  0.486536E+01                  0.180215E+02                  0.151536E+02                  0.286787E+01                  0.421523E+01
                           394                 -0.129898E+02                 -0.922303E+01                  0.539726E+01                  0.183871E+02                  0.146203E+02                  0.376680E+01                  0.466439E+01
                          6498                 -0.151701E+02                 -0.117211E+02                  0.411702E+01                  0.192871E+02                  0.158381E+02                  0.344904E+01                  0.468675E+01
                           109                 -0.132157E+02                 -0.942568E+01                  0.529595E+01                  0.185117E+02                  0.147216E+02                  0.379006E+01                  0.450181E+01
                          2287                 -0.139137E+02                 -0.986387E+01                  0.507720E+01                  0.189909E+02                  0.149411E+02                  0.404979E+01                  0.613556E+01
                          5648                 -0.147134E+02                 -0.113311E+02                  0.432195E+01                  0.190353E+02                  0.156530E+02                  0.338229E+01                  0.370007E+01
                          2138                 -0.125658E+02                 -0.979973E+01                  0.510483E+01                  0.176707E+02                  0.149046E+02                  0.276610E+01                  0.434705E+01
                          6128                 -0.144081E+02                 -0.120241E+02                  0.393742E+01                  0.183455E+02                  0.159615E+02                  0.238396E+01                  0.424779E+01
                          5486                 -0.122091E+02                 -0.896341E+01                  0.551009E+01                  0.177192E+02                  0.144735E+02                  0.324572E+01                  0.446269E+01
                          5729                 -0.137997E+02                 -0.105370E+02                  0.472030E+01                  0.185200E+02                  0.152573E+02                  0.326276E+01                  0.397009E+01
                           907                 -0.133089E+02                 -0.107010E+02                  0.463510E+01                  0.179440E+02                  0.153361E+02                  0.260791E+01                  0.506322E+01
                          6489                 -0.136034E+02                 -0.108594E+02                  0.454761E+01                  0.181510E+02                  0.154070E+02                  0.274399E+01                  0.374785E+01
                          3227                 -0.116972E+02                 -0.886731E+01                  0.554232E+01                  0.172395E+02                  0.144096E+02                  0.282988E+01                  0.474754E+01
                          5503                 -0.151556E+02                 -0.128335E+02                  0.347000E+01                  0.186256E+02                  0.163035E+02                  0.232216E+01                  0.529832E+01
                          3415                 -0.125544E+02                 -0.100434E+02                  0.495516E+01                  0.175095E+02                  0.149986E+02                  0.251097E+01                  0.399526E+01
                          7469                 -0.136986E+02                 -0.123465E+02                  0.373479E+01                  0.174334E+02                  0.160813E+02                  0.135208E+01                  0.290361E+01
                          5480                 -0.149637E+02                 -0.123135E+02                  0.375091E+01                  0.187147E+02                  0.160644E+02                  0.265028E+01                  0.385651E+01
                          6194                 -0.138055E+02                 -0.116068E+02                  0.413314E+01                  0.179387E+02                  0.157399E+02                  0.219874E+01                  0.356274E+01
                           249                 -0.107973E+02                 -0.847170E+01                  0.572192E+01                  0.165192E+02                  0.141936E+02                  0.232561E+01                  0.335130E+01
                          2083                 -0.107102E+02                 -0.906613E+01                  0.542950E+01                  0.161397E+02                  0.144956E+02                  0.164405E+01                  0.271933E+01
                          7560                 -0.124408E+02                 -0.104675E+02                  0.472490E+01                  0.171657E+02                  0.151924E+02                  0.197332E+01                  0.421995E+01
                           451                 -0.118065E+02                 -0.104387E+02                  0.473872E+01                  0.165452E+02                  0.151774E+02                  0.136774E+01                  0.271933E+01
                          3511                 -0.143140E+02                 -0.123987E+02                  0.368183E+01                  0.179958E+02                  0.160805E+02                  0.191529E+01                  0.299071E+01
                          8121                 -0.144085E+02                 -0.116625E+02                  0.408939E+01                  0.184979E+02                  0.157518E+02                  0.274604E+01                  0.360714E+01
                          6622                 -0.148479E+02                 -0.106514E+02                  0.460287E+01                  0.194507E+02                  0.152543E+02                  0.419646E+01                  0.596462E+01
                          7785                 -0.136937E+02                 -0.111203E+02                  0.435649E+01                  0.180502E+02                  0.154768E+02                  0.257337E+01                  0.469136E+01
                          2603                 -0.134142E+02                 -0.112229E+02                  0.430123E+01                  0.177155E+02                  0.155241E+02                  0.219137E+01                  0.320681E+01
                          6274                 -0.119880E+02                 -0.974759E+01                  0.505187E+01                  0.170399E+02                  0.147995E+02                  0.224042E+01                  0.419239E+01
                          7328                 -0.143787E+02                 -0.114753E+02                  0.415617E+01                  0.185349E+02                  0.156314E+02                  0.290344E+01                  0.415591E+01
                          3485                 -0.146848E+02                 -0.116121E+02                  0.408018E+01                  0.187650E+02                  0.156923E+02                  0.307268E+01                  0.474059E+01
                           829                 -0.127183E+02                 -0.111574E+02                  0.431274E+01                  0.170311E+02                  0.154701E+02                  0.156092E+01                  0.285302E+01
                          2316                 -0.131656E+02                 -0.951347E+01                  0.515319E+01                  0.183188E+02                  0.146667E+02                  0.365213E+01                  0.337349E+01
                          6454                 -0.138918E+02                 -0.893690E+01                  0.543640E+01                  0.193282E+02                  0.143733E+02                  0.495493E+01                  0.642373E+01
                          3056                 -0.137377E+02                 -0.108373E+02                  0.447162E+01                  0.182093E+02                  0.153090E+02                  0.290034E+01                  0.359238E+01
                          3245                 -0.117585E+02                 -0.790399E+01                  0.593606E+01                  0.176946E+02                  0.138401E+02                  0.385453E+01                  0.434459E+01
                           111                 -0.149974E+02                 -0.118017E+02                  0.395814E+01                  0.189556E+02                  0.157598E+02                  0.319576E+01                  0.458680E+01
                          1993                 -0.138930E+02                 -0.124391E+02                  0.359894E+01                  0.174919E+02                  0.160381E+02                  0.145385E+01                  0.341641E+01
                          5255                 -0.143589E+02                 -0.122170E+02                  0.371177E+01                  0.180707E+02                  0.159287E+02                  0.214196E+01                  0.424090E+01
                          2711                 -0.146959E+02                 -0.117316E+02                  0.398117E+01                  0.186771E+02                  0.157128E+02                  0.296428E+01                  0.482751E+01
                          3491                 -0.112032E+02                 -0.934960E+01                  0.521305E+01                  0.164162E+02                  0.145627E+02                  0.185358E+01                  0.263547E+01
                          6587                 -0.109883E+02                 -0.819530E+01                  0.577258E+01                  0.167609E+02                  0.139679E+02                  0.279304E+01                  0.313723E+01
                          1606                 -0.127268E+02                 -0.937582E+01                  0.518542E+01                  0.179122E+02                  0.145612E+02                  0.335095E+01                  0.448392E+01
                          7250                 -0.136835E+02                 -0.106268E+02                  0.454300E+01                  0.182265E+02                  0.151698E+02                  0.305668E+01                  0.466909E+01
                          3241                 -0.122763E+02                 -0.956292E+01                  0.508411E+01                  0.173604E+02                  0.146470E+02                  0.271337E+01                  0.381640E+01
                          8036                 -0.142406E+02                 -0.116228E+02                  0.400650E+01                  0.182471E+02                  0.156293E+02                  0.261781E+01                  0.470773E+01
                          6472                 -0.114582E+02                 -0.788915E+01                  0.589001E+01                  0.173482E+02                  0.137792E+02                  0.356901E+01                  0.527403E+01
                          8084                 -0.140228E+02                 -0.107356E+02                  0.446011E+01                  0.184829E+02                  0.151957E+02                  0.328717E+01                  0.440892E+01
                          3664                 -0.139804E+02                 -0.118880E+02                  0.382459E+01                  0.178049E+02                  0.157126E+02                  0.209236E+01                  0.444523E+01
                          2877                 -0.136643E+02                 -0.108374E+02                  0.438873E+01                  0.180530E+02                  0.152262E+02                  0.282688E+01                  0.473709E+01
                          3369                 -0.146908E+02                 -0.121319E+02                  0.367723E+01                  0.183680E+02                  0.158091E+02                  0.255886E+01                  0.390601E+01
                          5715                 -0.149678E+02                 -0.123944E+02                  0.352296E+01                  0.184907E+02                  0.159174E+02                  0.257337E+01                  0.304404E+01
                          5697                 -0.121477E+02                 -0.120772E+02                  0.369565E+01                  0.158433E+02                  0.157728E+02                  0.704591E-01                  0.964691E+00
                          6422                 -0.125361E+02                 -0.115192E+02                  0.398808E+01                  0.165241E+02                  0.155073E+02                  0.101682E+01                  0.188586E+01
                          7969                 -0.132901E+02                 -0.114639E+02                  0.401571E+01                  0.173058E+02                  0.154796E+02                  0.182618E+01                  0.309739E+01
                          3588                 -0.142122E+02                 -0.114443E+02                  0.402031E+01                  0.182325E+02                  0.154646E+02                  0.276794E+01                  0.405854E+01
                          3255                 -0.123000E+02                 -0.106541E+02                  0.443938E+01                  0.167393E+02                  0.150935E+02                  0.164589E+01                  0.355192E+01
                          2476                 -0.140057E+02                 -0.112011E+02                  0.413084E+01                  0.181365E+02                  0.153319E+02                  0.280455E+01                  0.345570E+01
                          2537                 -0.115768E+02                 -0.104992E+02                  0.448083E+01                  0.160576E+02                  0.149800E+02                  0.107761E+01                  0.156861E+01
                          2149                 -0.142785E+02                 -0.108237E+02                  0.427590E+01                  0.185544E+02                  0.150996E+02                  0.345480E+01                  0.438366E+01
                          6353                 -0.136543E+02                 -0.100898E+02                  0.465583E+01                  0.183101E+02                  0.147457E+02                  0.356440E+01                  0.474059E+01
                          3057                 -0.105675E+02                 -0.677748E+01                  0.628606E+01                  0.168536E+02                  0.130635E+02                  0.379006E+01                  0.355192E+01
                          7744                 -0.138609E+02                 -0.112560E+02                  0.402262E+01                  0.178835E+02                  0.152786E+02                  0.260491E+01                  0.424878E+01
                          5622                 -0.154102E+02                 -0.119567E+02                  0.363118E+01                  0.190413E+02                  0.155879E+02                  0.345342E+01                  0.466345E+01
                          7360                 -0.129017E+02                 -0.943238E+01                  0.495977E+01                  0.178614E+02                  0.143921E+02                  0.346930E+01                  0.486831E+01
                          8098                 -0.133955E+02                 -0.983984E+01                  0.474102E+01                  0.181365E+02                  0.145809E+02                  0.355565E+01                  0.491413E+01
                          7948                 -0.151766E+02                 -0.102965E+02                  0.447853E+01                  0.196551E+02                  0.147750E+02                  0.488010E+01                  0.544630E+01
                          2530                 -0.139920E+02                 -0.104933E+02                  0.437491E+01                  0.183670E+02                  0.148682E+02                  0.349878E+01                  0.527248E+01
                          6159                 -0.138931E+02                 -0.110959E+02                  0.402722E+01                  0.179203E+02                  0.151231E+02                  0.279718E+01                  0.391041E+01
                          5614                 -0.919514E+01                 -0.792641E+01                  0.564133E+01                  0.148365E+02                  0.135677E+02                  0.126872E+01                  0.166997E+01
                          1085                 -0.111376E+02                 -0.942213E+01                  0.486766E+01                  0.160052E+02                  0.142898E+02                  0.171543E+01                  0.295491E+01
                           659                 -0.144530E+02                 -0.113612E+02                  0.383380E+01                  0.182868E+02                  0.151950E+02                  0.309184E+01                  0.462596E+01
                          7549                 -0.114359E+02                 -0.814550E+01                  0.548246E+01                  0.169184E+02                  0.136280E+02                  0.329039E+01                  0.486753E+01
                          6167                 -0.143641E+02                 -0.111833E+02                  0.390288E+01                  0.182670E+02                  0.150862E+02                  0.318074E+01                  0.412230E+01
                          7888                 -0.149065E+02                 -0.136025E+02                  0.250291E+01                  0.174094E+02                  0.161054E+02                  0.130395E+01                  0.182583E+01
