                       trigger             logPbol_1eV_20MeV             logSbol_1eV_20MeV                        logEpk                    logEPR1024                        logEFR                    logFPR1024                        logT90
                          5640                 -0.149130E+02                 -0.131027E+02                  0.480319E+01                  0.197162E+02                  0.179059E+02                  0.181029E+01                  0.280033E+01
                          1701                 -0.147049E+02                 -0.140862E+02                  0.429202E+01                  0.189969E+02                  0.183782E+02                  0.618682E+00                  0.122143E+01
                          3026                 -0.146144E+02                 -0.127263E+02                  0.499200E+01                  0.196064E+02                  0.177183E+02                  0.188807E+01                  0.239881E+01
                          7900                 -0.141448E+02                 -0.114046E+02                  0.564364E+01                  0.197884E+02                  0.170482E+02                  0.274017E+01                  0.410758E+01
                           704                 -0.142409E+02                 -0.119862E+02                  0.535812E+01                  0.195990E+02                  0.173443E+02                  0.225474E+01                  0.382625E+01
                          5305                 -0.149763E+02                 -0.121627E+02                  0.526831E+01                  0.202446E+02                  0.174310E+02                  0.281353E+01                  0.345252E+01
                          7566                 -0.145917E+02                 -0.120485E+02                  0.532358E+01                  0.199153E+02                  0.173721E+02                  0.254321E+01                  0.334920E+01
                          3301                 -0.130276E+02                 -0.100471E+02                  0.628606E+01                  0.193137E+02                  0.163332E+02                  0.298047E+01                  0.358630E+01
                          7500                 -0.148911E+02                 -0.130693E+02                  0.480319E+01                  0.196943E+02                  0.178725E+02                  0.182181E+01                  0.357907E+01
                          6405                 -0.150084E+02                 -0.123653E+02                  0.515549E+01                  0.201639E+02                  0.175208E+02                  0.264314E+01                  0.340585E+01
                          7984                 -0.133851E+02                 -0.112027E+02                  0.572653E+01                  0.191116E+02                  0.169292E+02                  0.218239E+01                  0.234468E+01
                          5646                 -0.151801E+02                 -0.120806E+02                  0.529595E+01                  0.204760E+02                  0.173765E+02                  0.309951E+01                  0.469317E+01
                          1730                 -0.152013E+02                 -0.128181E+02                  0.492293E+01                  0.201242E+02                  0.177410E+02                  0.238318E+01                  0.343527E+01
                          3068                 -0.150165E+02                 -0.137759E+02                  0.443017E+01                  0.194467E+02                  0.182061E+02                  0.124063E+01                  0.141001E+01
                          2753                 -0.146248E+02                 -0.123980E+02                  0.513246E+01                  0.197573E+02                  0.175305E+02                  0.222685E+01                  0.308008E+01
                          5516                 -0.153795E+02                 -0.131828E+02                  0.473181E+01                  0.201113E+02                  0.179147E+02                  0.219667E+01                  0.332072E+01
                          8045                 -0.149938E+02                 -0.131462E+02                  0.475023E+01                  0.197440E+02                  0.178964E+02                  0.184759E+01                  0.378782E+01
                          3015                 -0.140809E+02                 -0.117281E+02                  0.545943E+01                  0.195403E+02                  0.171875E+02                  0.235278E+01                  0.328653E+01
                          2830                 -0.151095E+02                 -0.142640E+02                  0.416307E+01                  0.192726E+02                  0.184271E+02                  0.845509E+00                  0.118295E+01
                          3070                 -0.141988E+02                 -0.115354E+02                  0.554923E+01                  0.197481E+02                  0.170847E+02                  0.266342E+01                  0.303013E+01
                          6666                 -0.148806E+02                 -0.131051E+02                  0.476635E+01                  0.196469E+02                  0.178714E+02                  0.177552E+01                  0.239881E+01
                          5465                 -0.150763E+02                 -0.144857E+02                  0.403643E+01                  0.191127E+02                  0.185221E+02                  0.590537E+00                  0.136200E+01
                          6319                 -0.144381E+02                 -0.124984E+02                  0.506569E+01                  0.195038E+02                  0.175641E+02                  0.193970E+01                  0.349712E+01
                          2750                 -0.153417E+02                 -0.137186E+02                  0.443938E+01                  0.197811E+02                  0.181580E+02                  0.162309E+01                  0.241055E+01
                           825                 -0.155939E+02                 -0.122552E+02                  0.518542E+01                  0.207794E+02                  0.174406E+02                  0.333875E+01                  0.431590E+01
                          7597                 -0.146721E+02                 -0.116739E+02                  0.546864E+01                  0.201407E+02                  0.171425E+02                  0.299820E+01                  0.395317E+01
                           257                 -0.135069E+02                 -0.982299E+01                  0.635974E+01                  0.198666E+02                  0.161827E+02                  0.368391E+01                  0.439234E+01
                           753                 -0.153261E+02                 -0.137097E+02                  0.443708E+01                  0.197632E+02                  0.181468E+02                  0.161641E+01                  0.290361E+01
                          1714                 -0.158431E+02                 -0.130763E+02                  0.476175E+01                  0.206048E+02                  0.178380E+02                  0.276679E+01                  0.316209E+01
                          7172                 -0.127293E+02                 -0.116765E+02                  0.546173E+01                  0.181910E+02                  0.171383E+02                  0.105274E+01                  0.331964E+01
                          3072                 -0.147479E+02                 -0.127557E+02                  0.492293E+01                  0.196708E+02                  0.176786E+02                  0.199220E+01                  0.216379E+01
                          5597                 -0.138059E+02                 -0.112299E+02                  0.567817E+01                  0.194840E+02                  0.169081E+02                  0.257590E+01                  0.343946E+01
                          3167                 -0.157674E+02                 -0.141528E+02                  0.419531E+01                  0.199627E+02                  0.183481E+02                  0.161457E+01                  0.135378E+01
                          3917                 -0.140822E+02                 -0.995136E+01                  0.628836E+01                  0.203706E+02                  0.162397E+02                  0.413084E+01                  0.509804E+01
                          6686                 -0.154230E+02                 -0.129203E+02                  0.483313E+01                  0.202561E+02                  0.177535E+02                  0.250268E+01                  0.418159E+01
                          6831                 -0.155421E+02                 -0.127666E+02                  0.491141E+01                  0.204535E+02                  0.176780E+02                  0.277554E+01                  0.300073E+01
                          2380                 -0.145340E+02                 -0.117155E+02                  0.543180E+01                  0.199658E+02                  0.171473E+02                  0.281843E+01                  0.440648E+01
                          6802                 -0.144605E+02                 -0.123300E+02                  0.512555E+01                  0.195861E+02                  0.174555E+02                  0.213056E+01                  0.344361E+01
                          5433                 -0.133872E+02                 -0.116914E+02                  0.544101E+01                  0.188282E+02                  0.171324E+02                  0.169585E+01                  0.433033E+01
                          2432                 -0.142864E+02                 -0.120931E+02                  0.524068E+01                  0.195271E+02                  0.173338E+02                  0.219335E+01                  0.261228E+01
                          2890                 -0.132029E+02                 -0.953673E+01                  0.647257E+01                  0.196755E+02                  0.160093E+02                  0.366618E+01                  0.394313E+01
                          5517                 -0.139625E+02                 -0.128588E+02                  0.485385E+01                  0.188163E+02                  0.177127E+02                  0.110363E+01                  0.267139E+01
                          3853                 -0.136844E+02                 -0.119663E+02                  0.530055E+01                  0.189850E+02                  0.172668E+02                  0.171819E+01                  0.451371E+01
                          1153                 -0.158661E+02                 -0.143837E+02                  0.405485E+01                  0.199210E+02                  0.184386E+02                  0.148238E+01                  0.219989E+01
                          2106                 -0.138507E+02                 -0.109504E+02                  0.579791E+01                  0.196486E+02                  0.167483E+02                  0.290034E+01                  0.326002E+01
                          3516                 -0.130727E+02                 -0.113302E+02                  0.560910E+01                  0.186818E+02                  0.169392E+02                  0.174260E+01                  0.295491E+01
                          2129                 -0.153909E+02                 -0.138952E+02                  0.431274E+01                  0.197037E+02                  0.182079E+02                  0.149576E+01                  0.251930E+01
                          4745                 -0.139631E+02                 -0.112357E+02                  0.565054E+01                  0.196136E+02                  0.168862E+02                  0.272741E+01                  0.555876E+01
                          3528                 -0.156289E+02                 -0.140504E+02                  0.422064E+01                  0.198495E+02                  0.182711E+02                  0.157842E+01                  0.502058E+01
                          2848                 -0.154263E+02                 -0.136653E+02                  0.442096E+01                  0.198473E+02                  0.180863E+02                  0.176102E+01                  0.197852E+01
                          2951                 -0.143093E+02                 -0.131516E+02                  0.468806E+01                  0.189974E+02                  0.178396E+02                  0.115774E+01                  0.158185E+01
                          3283                 -0.137930E+02                 -0.123251E+02                  0.510713E+01                  0.189001E+02                  0.174322E+02                  0.146790E+01                  0.382473E+01
                          1318                 -0.151547E+02                 -0.133442E+02                  0.458675E+01                  0.197415E+02                  0.179309E+02                  0.181052E+01                  0.522521E+01
                          7630                 -0.138340E+02                 -0.122752E+02                  0.513016E+01                  0.189642E+02                  0.174053E+02                  0.155885E+01                  0.328167E+01
                           228                 -0.147132E+02                 -0.141754E+02                  0.414926E+01                  0.188625E+02                  0.183246E+02                  0.537838E+00                  0.251366E+01
                          7701                 -0.140364E+02                 -0.125786E+02                  0.497358E+01                  0.190099E+02                  0.175522E+02                  0.145777E+01                  0.285705E+01
                          4095                 -0.148748E+02                 -0.140710E+02                  0.419761E+01                  0.190724E+02                  0.182686E+02                  0.803832E+00                  0.150674E+01
                          2079                 -0.149759E+02                 -0.129869E+02                  0.476175E+01                  0.197376E+02                  0.177487E+02                  0.198897E+01                  0.308604E+01
                          2189                 -0.153861E+02                 -0.129003E+02                  0.480550E+01                  0.201916E+02                  0.177057E+02                  0.248587E+01                  0.302237E+01
                          2664                 -0.152399E+02                 -0.119894E+02                  0.526371E+01                  0.205037E+02                  0.172531E+02                  0.325056E+01                  0.356019E+01
                          7997                 -0.145766E+02                 -0.119293E+02                  0.529364E+01                  0.198703E+02                  0.172230E+02                  0.264728E+01                  0.281542E+01
                          6577                 -0.145702E+02                 -0.128278E+02                  0.484003E+01                  0.194103E+02                  0.176678E+02                  0.174246E+01                  0.312587E+01
                          2277                 -0.144371E+02                 -0.120233E+02                  0.524299E+01                  0.196800E+02                  0.172663E+02                  0.241373E+01                  0.424132E+01
                          5484                 -0.135170E+02                 -0.116436E+02                  0.542719E+01                  0.189442E+02                  0.170708E+02                  0.187338E+01                  0.416791E+01
                          5644                 -0.126409E+02                 -0.109787E+02                  0.575186E+01                  0.183928E+02                  0.167306E+02                  0.166224E+01                  0.277634E+01
                          2570                 -0.134851E+02                 -0.111827E+02                  0.565054E+01                  0.191356E+02                  0.168333E+02                  0.230235E+01                  0.262612E+01
                          2181                 -0.149800E+02                 -0.125761E+02                  0.495747E+01                  0.199374E+02                  0.175335E+02                  0.240390E+01                  0.457162E+01
                          6139                 -0.155454E+02                 -0.121182E+02                  0.518542E+01                  0.207308E+02                  0.173036E+02                  0.342717E+01                  0.342295E+01
                          1446                 -0.152822E+02                 -0.124988E+02                  0.499200E+01                  0.202742E+02                  0.174908E+02                  0.278336E+01                  0.351273E+01
                          1218                 -0.144691E+02                 -0.129158E+02                  0.477786E+01                  0.192470E+02                  0.176936E+02                  0.155337E+01                  0.224834E+01
                          3608                 -0.140370E+02                 -0.124176E+02                  0.502654E+01                  0.190636E+02                  0.174442E+02                  0.161941E+01                  0.282732E+01
                          2898                 -0.149327E+02                 -0.117095E+02                  0.537884E+01                  0.203115E+02                  0.170883E+02                  0.322316E+01                  0.270671E+01
                          2119                 -0.146912E+02                 -0.130585E+02                  0.469958E+01                  0.193908E+02                  0.177580E+02                  0.163274E+01                  0.272785E+01
                          5515                 -0.145806E+02                 -0.120443E+02                  0.521075E+01                  0.197914E+02                  0.172550E+02                  0.253632E+01                  0.390661E+01
                          2151                 -0.102165E+02                 -0.919644E+01                  0.658079E+01                  0.167973E+02                  0.157772E+02                  0.102005E+01                  0.295491E+01
                          3480                 -0.116426E+02                 -0.106732E+02                  0.588080E+01                  0.175234E+02                  0.165540E+02                  0.969388E+00                  0.221375E+01
                          2984                 -0.126882E+02                 -0.991432E+01                  0.624231E+01                  0.189305E+02                  0.161566E+02                  0.277392E+01                  0.349134E+01
                          2932                 -0.152050E+02                 -0.128911E+02                  0.478017E+01                  0.199851E+02                  0.176713E+02                  0.231387E+01                  0.221046E+01
                          1145                 -0.143439E+02                 -0.140683E+02                  0.416307E+01                  0.185069E+02                  0.182314E+02                  0.275573E+00                  0.347165E+01
                          6113                 -0.130571E+02                 -0.124902E+02                  0.498049E+01                  0.180376E+02                  0.174707E+02                  0.566896E+00                  0.363627E+01
                          2697                 -0.143826E+02                 -0.120948E+02                  0.517851E+01                  0.195611E+02                  0.172733E+02                  0.228780E+01                  0.261739E+01
                          3012                 -0.148822E+02                 -0.133284E+02                  0.455221E+01                  0.194344E+02                  0.178806E+02                  0.155378E+01                  0.229455E+01
                          7992                 -0.145641E+02                 -0.144086E+02                  0.397656E+01                  0.185406E+02                  0.183851E+02                  0.155517E+00                  0.894854E+00
                          3662                 -0.129341E+02                 -0.995322E+01                  0.621928E+01                  0.191534E+02                  0.161725E+02                  0.298093E+01                  0.423266E+01
                          7460                 -0.149847E+02                 -0.130583E+02                  0.468806E+01                  0.196727E+02                  0.177464E+02                  0.192634E+01                  0.303782E+01
                          3860                 -0.124300E+02                 -0.916817E+01                  0.658539E+01                  0.190154E+02                  0.157536E+02                  0.326184E+01                  0.344966E+01
                          7404                 -0.147700E+02                 -0.129831E+02                  0.472260E+01                  0.194926E+02                  0.177057E+02                  0.178697E+01                  0.369685E+01
                          6655                 -0.146452E+02                 -0.109449E+02                  0.573113E+01                  0.203763E+02                  0.166760E+02                  0.370025E+01                  0.414884E+01
                          2093                 -0.149959E+02                 -0.122834E+02                  0.507029E+01                  0.200662E+02                  0.173537E+02                  0.271245E+01                  0.406234E+01
                          3892                 -0.141062E+02                 -0.128950E+02                  0.475714E+01                  0.188633E+02                  0.176522E+02                  0.121116E+01                  0.136200E+01
                          1687                 -0.156078E+02                 -0.137904E+02                  0.428511E+01                  0.198929E+02                  0.180755E+02                  0.181743E+01                  0.347755E+01
                          7494                 -0.139500E+02                 -0.129808E+02                  0.470648E+01                  0.186565E+02                  0.176873E+02                  0.969158E+00                  0.178372E+01
                          3766                 -0.144248E+02                 -0.120493E+02                  0.517621E+01                  0.196010E+02                  0.172256E+02                  0.237544E+01                  0.490156E+01
                          2925                 -0.147454E+02                 -0.129163E+02                  0.473872E+01                  0.194841E+02                  0.176550E+02                  0.182913E+01                  0.284199E+01
                          3527                 -0.135313E+02                 -0.124855E+02                  0.495286E+01                  0.184842E+02                  0.174383E+02                  0.104583E+01                  0.260786E+01
                          5617                 -0.135486E+02                 -0.104804E+02                  0.594067E+01                  0.194893E+02                  0.164211E+02                  0.306819E+01                  0.346166E+01
                          3416                 -0.146669E+02                 -0.128460E+02                  0.476865E+01                  0.194356E+02                  0.176147E+02                  0.182091E+01                  0.362194E+01
                          5507                 -0.157390E+02                 -0.140600E+02                  0.413314E+01                  0.198722E+02                  0.181931E+02                  0.167905E+01                  0.190509E+01
                          7087                 -0.142642E+02                 -0.114879E+02                  0.544331E+01                  0.197075E+02                  0.169312E+02                  0.277630E+01                  0.399984E+01
                          3292                 -0.146527E+02                 -0.113765E+02                  0.549857E+01                  0.201512E+02                  0.168751E+02                  0.327612E+01                  0.473619E+01
                          3593                 -0.121467E+02                 -0.964038E+01                  0.633441E+01                  0.184812E+02                  0.159748E+02                  0.250636E+01                  0.407873E+01
                          8063                 -0.129625E+02                 -0.107004E+02                  0.582784E+01                  0.187903E+02                  0.165283E+02                  0.226206E+01                  0.466909E+01
                          4048                 -0.127663E+02                 -0.107039E+02                  0.582094E+01                  0.185873E+02                  0.165249E+02                  0.206243E+01                  0.261739E+01
                          6450                 -0.153557E+02                 -0.130269E+02                  0.466273E+01                  0.200185E+02                  0.176896E+02                  0.232883E+01                  0.315657E+01
                          1125                 -0.156405E+02                 -0.137841E+02                  0.425978E+01                  0.199003E+02                  0.180439E+02                  0.185634E+01                  0.289647E+01
                          1574                 -0.149439E+02                 -0.113531E+02                  0.549397E+01                  0.204379E+02                  0.168470E+02                  0.359088E+01                  0.468120E+01
                          2850                 -0.152922E+02                 -0.147143E+02                  0.374631E+01                  0.190385E+02                  0.184606E+02                  0.577949E+00                  0.806480E+00
                          7529                 -0.128412E+02                 -0.123222E+02                  0.500352E+01                  0.178447E+02                  0.173257E+02                  0.519003E+00                  0.200472E+01
                          2105                 -0.148001E+02                 -0.137338E+02                  0.427590E+01                  0.190760E+02                  0.180097E+02                  0.106633E+01                  0.122143E+01
                          7486                 -0.145447E+02                 -0.131332E+02                  0.458905E+01                  0.191338E+02                  0.177223E+02                  0.141148E+01                  0.309196E+01
                          2428                 -0.137116E+02                 -0.108334E+02                  0.573804E+01                  0.194496E+02                  0.165714E+02                  0.287823E+01                  0.497605E+01
                          7298                 -0.140536E+02                 -0.122389E+02                  0.504496E+01                  0.190985E+02                  0.172839E+02                  0.181467E+01                  0.294128E+01
                          2662                 -0.140978E+02                 -0.121001E+02                  0.511404E+01                  0.192118E+02                  0.172141E+02                  0.199772E+01                  0.278067E+01
                          1447                 -0.137763E+02                 -0.113388E+02                  0.548936E+01                  0.192656E+02                  0.168281E+02                  0.243752E+01                  0.312325E+01
                           606                 -0.145188E+02                 -0.123604E+02                  0.498049E+01                  0.194993E+02                  0.173409E+02                  0.215840E+01                  0.303207E+01
                          5667                 -0.142503E+02                 -0.119344E+02                  0.519233E+01                  0.194426E+02                  0.171267E+02                  0.231594E+01                  0.350315E+01
                          2423                 -0.153632E+02                 -0.136070E+02                  0.433577E+01                  0.196989E+02                  0.179428E+02                  0.175618E+01                  0.244408E+01
                          5450                 -0.132322E+02                 -0.106683E+02                  0.581403E+01                  0.190462E+02                  0.164823E+02                  0.256393E+01                  0.514865E+01
                          3139                 -0.153361E+02                 -0.139567E+02                  0.414696E+01                  0.194831E+02                  0.181036E+02                  0.137948E+01                  0.180500E+01
                          4216                 -0.142526E+02                 -0.117715E+02                  0.526831E+01                  0.195210E+02                  0.170398E+02                  0.248113E+01                  0.323750E+01
                          3101                 -0.136937E+02                 -0.111069E+02                  0.559298E+01                  0.192866E+02                  0.166999E+02                  0.258672E+01                  0.362114E+01
                          5655                 -0.145949E+02                 -0.135913E+02                  0.433807E+01                  0.189330E+02                  0.179294E+02                  0.100358E+01                  0.182583E+01
                          1396                 -0.145767E+02                 -0.125415E+02                  0.487688E+01                  0.194536E+02                  0.174184E+02                  0.203523E+01                  0.304404E+01
                          3771                 -0.142820E+02                 -0.119434E+02                  0.517621E+01                  0.194582E+02                  0.171196E+02                  0.233857E+01                  0.488507E+01
                          3177                 -0.137884E+02                 -0.126366E+02                  0.482622E+01                  0.186146E+02                  0.174628E+02                  0.115175E+01                  0.190032E+01
                           914                 -0.137161E+02                 -0.128107E+02                  0.473181E+01                  0.184479E+02                  0.175426E+02                  0.905376E+00                  0.189551E+01
                          2688                 -0.145137E+02                 -0.123514E+02                  0.496437E+01                  0.194781E+02                  0.173158E+02                  0.216231E+01                  0.357543E+01
                          7504                 -0.140500E+02                 -0.123068E+02                  0.498740E+01                  0.190374E+02                  0.172942E+02                  0.174329E+01                  0.471314E+01
                          1806                 -0.153548E+02                 -0.130546E+02                  0.460517E+01                  0.199600E+02                  0.176597E+02                  0.230028E+01                  0.344137E+01
                          7614                 -0.143713E+02                 -0.121222E+02                  0.507950E+01                  0.194508E+02                  0.172017E+02                  0.224912E+01                  0.291399E+01
                          6649                 -0.149311E+02                 -0.142516E+02                  0.396966E+01                  0.189008E+02                  0.182213E+02                  0.679470E+00                  0.280033E+01
                          6345                 -0.153378E+02                 -0.140293E+02                  0.408939E+01                  0.194272E+02                  0.181187E+02                  0.130856E+01                  0.282732E+01
                           493                 -0.145680E+02                 -0.138384E+02                  0.419301E+01                  0.187610E+02                  0.180314E+02                  0.729597E+00                  0.158185E+01
                          7885                 -0.152815E+02                 -0.130984E+02                  0.457754E+01                  0.198590E+02                  0.176760E+02                  0.218308E+01                  0.541255E+01
                          3220                 -0.147030E+02                 -0.107281E+02                  0.576337E+01                  0.204664E+02                  0.164915E+02                  0.397495E+01                  0.460915E+01
                          7625                 -0.152454E+02                 -0.132332E+02                  0.450616E+01                  0.197516E+02                  0.177394E+02                  0.201223E+01                  0.328429E+01
                          3074                 -0.156148E+02                 -0.132300E+02                  0.450616E+01                  0.201209E+02                  0.177361E+02                  0.238479E+01                  0.376583E+01
                          3503                 -0.143791E+02                 -0.131989E+02                  0.451997E+01                  0.188990E+02                  0.177188E+02                  0.118019E+01                  0.327335E+01
                          5407                 -0.148929E+02                 -0.117262E+02                  0.526601E+01                  0.201589E+02                  0.169922E+02                  0.316675E+01                  0.433033E+01
                          5566                 -0.145201E+02                 -0.109037E+02                  0.566666E+01                  0.201868E+02                  0.165703E+02                  0.361644E+01                  0.368487E+01
                          1086                 -0.160038E+02                 -0.136743E+02                  0.426669E+01                  0.202705E+02                  0.179410E+02                  0.232953E+01                  0.311752E+01
                          2484                 -0.141871E+02                 -0.125596E+02                  0.484464E+01                  0.190317E+02                  0.174043E+02                  0.162747E+01                  0.243273E+01
                          6538                 -0.146271E+02                 -0.121905E+02                  0.503115E+01                  0.196583E+02                  0.172217E+02                  0.243660E+01                  0.328167E+01
                          2611                 -0.111258E+02                 -0.101472E+02                  0.603277E+01                  0.171585E+02                  0.161799E+02                  0.978599E+00                  0.250227E+01
                          3792                 -0.152252E+02                 -0.135331E+02                  0.434037E+01                  0.195656E+02                  0.178734E+02                  0.169217E+01                  0.309332E+01
                          2373                 -0.154085E+02                 -0.131057E+02                  0.456372E+01                  0.199722E+02                  0.176694E+02                  0.230282E+01                  0.396100E+01
                          3084                 -0.137828E+02                 -0.118682E+02                  0.519003E+01                  0.189729E+02                  0.170583E+02                  0.191460E+01                  0.226176E+01
                          7786                 -0.138326E+02                 -0.119855E+02                  0.513016E+01                  0.189628E+02                  0.171157E+02                  0.184713E+01                  0.339116E+01
                          7457                 -0.139473E+02                 -0.104381E+02                  0.589001E+01                  0.198373E+02                  0.163281E+02                  0.350916E+01                  0.466345E+01
                           717                 -0.157439E+02                 -0.140370E+02                  0.405715E+01                  0.198011E+02                  0.180942E+02                  0.170691E+01                  0.361577E+01
                          3890                 -0.147999E+02                 -0.132035E+02                  0.449695E+01                  0.192969E+02                  0.177005E+02                  0.159638E+01                  0.250307E+01
                          2446                 -0.131232E+02                 -0.112961E+02                  0.545713E+01                  0.185803E+02                  0.167532E+02                  0.182710E+01                  0.211094E+01
                          7209                 -0.144588E+02                 -0.127073E+02                  0.475023E+01                  0.192091E+02                  0.174576E+02                  0.175151E+01                  0.383449E+01
                          7030                 -0.135736E+02                 -0.128002E+02                  0.470188E+01                  0.182755E+02                  0.175021E+02                  0.773438E+00                  0.386576E+01
                          5508                 -0.146796E+02                 -0.143400E+02                  0.388446E+01                  0.185641E+02                  0.182245E+02                  0.339654E+00                  0.619174E+01
                          1190                 -0.136066E+02                 -0.127503E+02                  0.472490E+01                  0.183315E+02                  0.174752E+02                  0.856331E+00                  0.196963E+01
                          1552                 -0.158500E+02                 -0.130684E+02                  0.455912E+01                  0.204091E+02                  0.176276E+02                  0.278152E+01                  0.387785E+01
                          3238                 -0.142791E+02                 -0.129927E+02                  0.459366E+01                  0.188728E+02                  0.175863E+02                  0.128645E+01                  0.304119E+01
                          7183                 -0.146720E+02                 -0.137077E+02                  0.421834E+01                  0.188904E+02                  0.179260E+02                  0.964323E+00                  0.204693E+01
                          7635                 -0.143047E+02                 -0.114835E+02                  0.535351E+01                  0.196582E+02                  0.168370E+02                  0.282122E+01                  0.482189E+01
                          4039                 -0.121595E+02                 -0.898007E+01                  0.655546E+01                  0.187149E+02                  0.155355E+02                  0.317941E+01                  0.407449E+01
                          5890                 -0.148788E+02                 -0.141995E+02                  0.395354E+01                  0.188323E+02                  0.181531E+02                  0.679263E+00                  0.175093E+01
                          6882                 -0.144050E+02                 -0.126166E+02                  0.478477E+01                  0.191897E+02                  0.174014E+02                  0.178837E+01                  0.271072E+01
                          6273                 -0.147763E+02                 -0.118689E+02                  0.516240E+01                  0.199387E+02                  0.170313E+02                  0.290747E+01                  0.388444E+01
                          5495                 -0.139280E+02                 -0.122876E+02                  0.495056E+01                  0.188786E+02                  0.172382E+02                  0.164036E+01                  0.326843E+01
                          1623                 -0.131283E+02                 -0.996664E+01                  0.608803E+01                  0.192164E+02                  0.160547E+02                  0.316168E+01                  0.419133E+01
                          5463                 -0.147712E+02                 -0.109727E+02                  0.559989E+01                  0.203711E+02                  0.165726E+02                  0.379857E+01                  0.418313E+01
                          2541                 -0.145772E+02                 -0.117611E+02                  0.521075E+01                  0.197879E+02                  0.169718E+02                  0.281611E+01                  0.449290E+01
                          5504                 -0.140301E+02                 -0.136897E+02                  0.421834E+01                  0.182484E+02                  0.179081E+02                  0.340322E+00                  0.203862E+01
                          7433                 -0.150163E+02                 -0.128014E+02                  0.468346E+01                  0.196997E+02                  0.174849E+02                  0.221486E+01                  0.368738E+01
                           110                 -0.155217E+02                 -0.123702E+02                  0.490220E+01                  0.204239E+02                  0.172724E+02                  0.315155E+01                  0.606379E+01
                          3654                 -0.134204E+02                 -0.114712E+02                  0.534891E+01                  0.187693E+02                  0.168201E+02                  0.194914E+01                  0.247401E+01
                          5483                 -0.146386E+02                 -0.142750E+02                  0.389597E+01                  0.185346E+02                  0.181709E+02                  0.363647E+00                  0.940007E+00
                          2110                 -0.125823E+02                 -0.974947E+01                  0.617784E+01                  0.187602E+02                  0.159273E+02                  0.283287E+01                  0.293119E+01
                          5713                 -0.148097E+02                 -0.124173E+02                  0.486766E+01                  0.196774E+02                  0.172850E+02                  0.239239E+01                  0.392059E+01
                          6673                 -0.150249E+02                 -0.131317E+02                  0.449695E+01                  0.195218E+02                  0.176286E+02                  0.189319E+01                  0.290690E+01
                          6244                 -0.150629E+02                 -0.115777E+02                  0.528443E+01                  0.203473E+02                  0.168621E+02                  0.348519E+01                  0.426241E+01
                          2211                 -0.140699E+02                 -0.107831E+02                  0.567357E+01                  0.197435E+02                  0.164566E+02                  0.328683E+01                  0.443344E+01
                          5524                 -0.153353E+02                 -0.132241E+02                  0.444629E+01                  0.197816E+02                  0.176704E+02                  0.211124E+01                  0.375911E+01
                          2736                 -0.130444E+02                 -0.115265E+02                  0.530746E+01                  0.183518E+02                  0.168340E+02                  0.151786E+01                  0.162236E+01
                          7452                 -0.152622E+02                 -0.132518E+02                  0.443017E+01                  0.196924E+02                  0.176820E+02                  0.201039E+01                  0.449893E+01
                          2706                 -0.138329E+02                 -0.116526E+02                  0.524299E+01                  0.190759E+02                  0.168956E+02                  0.218032E+01                  0.308008E+01
                          3358                 -0.146539E+02                 -0.124317E+02                  0.484924E+01                  0.195032E+02                  0.172809E+02                  0.222227E+01                  0.321968E+01
                          7379                 -0.144744E+02                 -0.118727E+02                  0.513016E+01                  0.196045E+02                  0.170028E+02                  0.260172E+01                  0.420381E+01
                          2381                 -0.154582E+02                 -0.141156E+02                  0.396275E+01                  0.194210E+02                  0.180783E+02                  0.134264E+01                  0.141001E+01
                          1655                 -0.157280E+02                 -0.123819E+02                  0.487227E+01                  0.206003E+02                  0.172542E+02                  0.334612E+01                  0.420678E+01
                          5541                 -0.141299E+02                 -0.121974E+02                  0.496207E+01                  0.190920E+02                  0.171594E+02                  0.193256E+01                  0.327451E+01
